Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Andrés Muñoz","SEA",3,3,38,64,0,62.1,11.983957463717486,4.0427808311336095,0.28877005936668637,0.24817518248175183,0.76687117,0.514705882,0.047619047,98.5158176369863,1.7326203562001183,2.8119916811941903,2.4292539508659985,3.0509606676346346,1.9050965309143066,"Andres Munoz",20373,662253
"Will Vest","DET",6,5,23,64,0,68.2,9.830098543644661,2.883495572802434,0.5242719223277152,0.3131868131868132,0.73979592,0.581521739,0.083333333,96.84275377516778,3.0145635533843627,2.875878297391482,2.7128061585539056,3.0332453386968257,1.7659273147583008,"Will Vest",19769,676684
"Gabe Speier","SEA",4,3,0,76,0,62,11.903229468323945,1.5967746847751632,0.7258066748978015,0.2714285714285714,0.76923077,0.405594405,0.079365079,95.09524802791262,2.612904029632085,2.487513483063781,2.312555419989279,2.830774560574791,1.7029671669006348,"Gabe Speier",17170,642100
"Abner Uribe","MIL",3,2,7,75,0,75.1,10.752213115335186,3.2256639346005556,0.47787613845934157,0.27485380116959063,0.84183673,0.532163742,0.09090909,99.552138671875,1.6725664846076955,2.753989376976583,2.750180540003429,2.9603999769971163,1.6883260011672974,"Abner Uribe",25327,682842
"Griffin Jax","- - -",1,7,0,71,0,64,13.640626626089409,2.812500335276167,0.9843751173466584,0.3624161073825503,0.67867036,0.444444444,0.155555555,97.02672230113636,4.359375519678059,3.2541267727631844,2.5101362437009724,2.1722966591422668,1.6414310485124588,"Griffin Jax",20253,643377
"Grant Taylor","CHW",2,3,6,34,0,34.2,13.240385586693513,3.6346156512491996,0,0.42168674698795183,0.63265306,0.46835443,0,98.65096726190477,4.673077265891828,3.02158362923611,1.4043669604690732,2.293832015024383,1.6239209175109863,"Grant Taylor",33927,691799
"Graham Ashcraft","CIN",8,5,0,62,0,65.1,8.816328246511391,3.4438782212935117,0.275510257703481,0.34196891191709844,0.62084257,0.558510638,0.048780487,,3.994898736700474,3.4557739084406016,2.7218709316515657,3.2914319390329774,1.6137008666992188,"Graham Ashcraft",27552,668933
"Justin Wrobleski","LAD",5,3,2,22,0,55.2,10.83233582421655,1.7784431950206274,0.48502996227835293,0.3333333333333333,0.70723684,0.531034482,0.09090909,96.34935298021236,3.233533081855686,2.843039148004591,2.183040466327058,2.3964068962223646,1.6023401021957397,"Justin Wrobleski",31204,680736
"Trevor Megill","MIL",6,3,30,50,0,47,11.489362634647664,3.2553194131501715,0.5744681317323832,0.29464285714285715,0.75819672,0.392857142,0.069767441,99.07513534813596,2.4893619041736605,3.225334990579315,2.4968383940596945,3.0775786653684936,1.5518964529037476,"Trevor Megill",17722,656730
"Matt Strahm","PHI",2,3,6,66,0,62.1,10.106952696362884,2.8877007703893955,0.7219251925973489,0.2641509433962264,0.75806452,0.211538461,0.054347826,92.19198534366576,2.7433157318699255,2.769807264739996,2.9907512796873177,4.2234789251056295,1.537685751914978,"Matt Strahm",13799,621381
"Phil Maton","- - -",4,5,5,63,0,61.1,11.885871659774555,3.3750005947507993,0.44021746888053903,0.291044776119403,0.75221239,0.444444444,0.069767441,,2.7880439695767474,2.863350219132632,2.5970927451305728,3.0421165822955785,1.5362759828567505,"Phil Maton",18064,664208
"Steven Okert","HOU",3,2,1,67,0,70,10.54285944101812,2.442857675357857,0.7714287395866917,0.2360248447204969,0.72438163,0.233128834,0.064516129,91.99700856264637,2.9571435017489844,2.638615578665973,2.806564818012456,3.7405901112694155,1.480358600616455,"Steven Okert",13580,595345
"Randy Rodríguez","SFG",3,5,4,50,0,50.2,11.901317282892187,1.9539476136091651,0.7105264049487873,0.26785714285714285,0.85253456,0.370689655,0.08,97.45567024886878,1.7763160123719683,2.5568537853895283,2.404873068676089,2.9000106125128013,1.4403460025787354,"Randy Rodriguez",23974,678495
"Jose A. Ferrer","WSN",4,4,11,72,0,76.1,8.371180433778127,1.8864631963443668,0.5895197488576146,0.3377777777777778,0.64948454,0.625570776,0.111111111,96.9155502319336,4.480350091317871,3.5606082313034864,3.030332807298767,3.0876900548326898,1.3798214197158813,"Jose A. Ferrer",24017,678606
"Jack Dreyer","LAD",3,1,4,62,0,68,9.000002019546065,3.0441183301405808,0.5294118835027096,0.24293785310734464,0.77639752,0.365714285,0.047619047,92.61525519722815,2.514706446637871,2.6894676114862275,2.9145480334139915,4.054343913335261,1.3648220300674438,"Jack Dreyer",30249,676263
"Devin Williams","NYY",4,6,18,67,0,62,13.064516932857694,3.6290324813493595,0.7258064962698719,0.2962962962962963,0.55223881,0.446043165,0.094339622,94.06204870975378,4.790322875381155,3.0530043819913417,2.6835233871944224,2.9530747535229307,1.3547265529632568,"Devin Williams",15816,642207
"Ronny Henriquez","MIA",7,1,7,69,0,73,12.082194306296635,3.328767819081726,0.9863015760242151,0.2710843373493976,0.83791209,0.397660818,0.101265822,96.68015579312865,2.2191785460544837,2.9631386004389793,3.1488349512071236,3.3926350825614175,1.3445810079574585,"Ronny Henriquez",24094,678692
"Ben Casparius","LAD",7,4,2,43,0,68,8.205883273616484,2.5147061644953745,0.6617647801303617,0.29850746268656714,0.6625,0.352941176,0.058139534,96.10077166411043,4.367647548860387,3.2161906122300246,3.2380775062270657,4.232042045281156,1.3070119619369507,"Ben Casparius",30085,676508
"Tyler Rogers","- - -",4,6,0,81,0,77.1,5.586207263960165,0.8146552259941907,0.4655172719966804,0.2594142259414226,0.78947368,0.620833333,0.09090909,,1.9784484059858918,2.6673093923944133,2.8765156115419654,3.081298338600654,1.3047574162483215,"Tyler Rogers",15541,643511
"Kyle Leahy","STL",4,2,1,61,0,85,8.36470738394477,2.964706414562704,0.5294118597433399,0.3070539419087137,0.75247525,0.436213991,0.061728395,95.42867148042929,3.1764711584600396,4.526568821566747,3.064548070241009,3.76902919080438,1.2948615550994873,"Kyle Leahy",24763,681517
"Brendon Little","TOR",4,2,1,79,0,68.1,11.985369422092173,5.926831032902723,0.26341471257345433,0.2967741935483871,0.72668113,0.589743589,0.054054054,95.36256917317708,3.029269194594725,3.3596687892864505,2.9156240577289085,3.3699318219773935,1.2618151903152466,"Brendon Little",21574,663893
"Shawn Armstrong","TEX",4,2,9,69,0,70,8.742859048649171,2.442857675357857,0.5142858263911277,0.2023121387283237,0.77054795,0.367231638,0.049382716,93.64576380461165,2.1857147621622928,3.0839046413966593,3.0065648616090055,4.047720581396623,1.260509729385376,"Shawn Armstrong",12857,542888
"Jimmy Herget","COL",1,2,0,59,0,83.1,8.74800133483907,2.8080004284668623,0.6480000988769682,0.2907488986784141,0.83850932,0.359307359,0.058252427,93.00575206043956,2.484000379028378,3.3087551993308946,3.3151363456726117,4.284726286706348,1.2502537965774536,"Jimmy Herget",17556,623474
"Jason Adam","SDP",8,4,0,65,0,65.1,9.642857893562931,3.4438778191296184,0.5510204510607389,0.27380952380952384,0.82872928,0.423529411,0.055555555,94.67942655617409,1.9285715787125863,2.753047491535503,3.073911823644483,3.9770531796468513,1.2452008724212646,"Jason Adam",11861,592094
"Kyle Finnegan","- - -",4,4,24,56,0,57,8.684211688689073,2.8421056435709695,0.6315790319046599,0.271523178807947,0.68493151,0.490066225,0.078431372,96.41057817254057,3.473684675475629,3.1512266638156476,3.1175924562094357,3.5847627828541424,1.225785255432129,"Kyle Finnegan",15009,640448
"Brad Keller","CHC",4,2,3,67,0,68.2,9.567962582480805,2.883495572802434,0.5242719223277152,0.24404761904761904,0.81602374,0.564705882,0.08,,2.097087689310861,2.7857202201684177,2.9895052286713106,3.3548494440528724,1.212860345840454,"Brad Keller",15734,641745
"Reid Detmers","LAA",5,3,3,61,0,63.2,11.308901652880529,3.5340317665251653,0.8481676239660397,0.33986928104575165,0.7310705,0.445859872,0.122448979,95.97306495221328,3.958115578508185,3.601541603035342,3.1194295103555643,3.080872853493719,1.2086458206176758,"Reid Detmers",27468,672282
"Dennis Santana","PIT",4,5,16,70,0,70.1,7.677725673709936,2.1753556075511487,0.6398104728091614,0.21081081081081082,0.80701754,0.384210526,0.058139534,94.66415810751748,2.1753556075511487,3.5048166614281033,3.2062263707411387,4.167215744582492,1.169145107269287,"Dennis Santana",17878,642701
"Louis Varland","- - -",4,3,0,73,0,70.2,9.169812640756952,2.801887195786846,0.7641510533964126,0.31382978723404253,0.76923077,0.534031413,0.130434782,98.11475542396497,3.0566042135856506,4.123164055219603,3.2200419908063886,3.119853417146643,1.1248025819659233,"Louis Varland",27691,686973
"Aaron Ashby","MIL",5,2,3,42,0,64.2,10.15979541264098,3.340206711005254,0.41752583887565675,0.31875,0.84832905,0.625,0.083333333,96.838974609375,2.2268044740035027,3.1960838190935457,2.7794661591645613,3.034661281771507,1.1216909885406494,"Aaron Ashby",23550,676879
"Caleb Thielbar","CHC",3,4,1,67,0,58,8.68965745851121,2.017241910011531,0.775862273081358,0.22602739726027396,0.77272727,0.406666666,0.073529411,92.85423344017094,2.6379317284766173,2.4802919296072687,2.997205247436768,3.684072211002059,1.1103848218917847,"Caleb Thielbar",10078,573204
"Josh Hader","HOU",6,2,28,48,0,52.2,12.98734239927569,2.734177347215935,1.3670886736079675,0.20192307692307693,0.86592179,0.212962962,0.123076923,,2.0506330104119512,1.9958071190069766,3.2490603743407847,3.1771563606468054,1.0994247198104858,"Josh Hader",14212,623352
"Emmanuel Clase","CLE",5,3,24,48,0,47.1,8.936620678605703,2.281690386026988,0.380281731004498,0.3235294117647059,0.70945946,0.459854014,0.045454545,,3.232394713538233,3.1319667725599163,2.712601061535123,3.596471505476475,1.0967930555343628,"Emmanuel Clase",21032,661403
"Carlos Estévez","KCR",4,5,42,67,0,66,7.363637214849901,3.0000003467907006,0.6818182606342501,0.23369565217391305,0.7761194,0.25,0.051546391,96.07490479390681,2.4545457382833007,3.6854283556531477,3.665439409811204,4.94648067206332,1.0929597616195679,"Carlos Estevez",14542,608032
"Bennett Sousa","HOU",5,1,4,44,0,50.2,10.480264472994612,2.6644740185579523,0.7105264049487873,0.2727272727272727,0.73275862,0.387096774,0.075471698,95.00707097457627,2.842105619795149,2.880453464959033,2.7206625819866614,3.3070873335491378,1.091772198677063,"Bennett Sousa",21345,656986
"Tony Santillan","CIN",1,5,7,80,0,73.2,9.162897192893352,3.5429869145854296,0.8552037380033796,0.24864864864864866,0.82901554,0.361702127,0.093333333,96.1928515625,2.4434392514382273,4.337801805621876,3.718846806050364,4.05319683334595,1.0528761148452759,"Tony Santillan",19926,663574
"Sean Newcomb","- - -",2,2,2,43,0,70,8.228572325414639,2.5714288516920747,0.5142857703384149,0.29896907216494845,0.80845771,0.469387755,0.06557377,93.61299666890338,2.1857145239382634,3.8212942200339897,3.0779934548358527,3.678652066051974,1.0505903251469135,"Sean Newcomb",16943,656794
"Jeremiah Estrada","SDP",4,5,3,77,0,73,13.315071276326904,3.328767819081726,1.4794523640363226,0.2987012987012987,0.8005618,0.359756097,0.142857142,97.91346153846153,3.452055516084753,2.7525750192203016,3.546095308216877,3.1831651288314844,1.0448246002197266,"Jeremiah Estrada",22210,669093
"Emilio Pagán","CIN",2,4,32,70,0,68.2,10.616505247560713,2.8834952524238977,1.3106796601926807,0.2,0.76470588,0.286585365,0.107526881,95.71937117737004,2.8834952524238977,2.884330498141222,3.7176606116257567,3.9125405646087312,1.0349700450897217,"Emilio Pagan",14771,641941
"Braydon Fisher","TOR",7,0,0,51,0,48.2,11.28082427577696,3.328767819081726,0.36986309100908066,0.23853211009174313,0.84415584,0.363636363,0.039215686,95.54633817616958,1.8493154550454032,3.0567205256062335,2.45705398469014,3.538465958427394,1.0330324172973633,"Braydon Fisher",24609,680755
"Justin Wilson","BOS",4,1,0,61,0,48.1,10.613796733444675,3.7241392047174298,0.5586208807076145,0.36,0.72948328,0.46031746,0.068181818,94.5666439318783,3.351725284245687,3.6031215632101805,2.9489293579709157,3.5455474210040476,1.0215709209442139,"Justin Wilson",4301,458677
"Raisel Iglesias","ATL",4,6,29,70,0,67.1,9.7574264796362,2.138614022933962,1.069307011466981,0.25748502994011974,0.76124567,0.304597701,0.09090909,94.83298498376624,3.2079210344009423,3.124050026451968,3.313354153451284,3.783746164755102,0.9988003373146057,"Raisel Iglesias",17130,628452
"Matt Svanson","STL",4,0,0,39,0,60.1,10.1436479053294,2.9834258545086474,0.44751387817629706,0.2158273381294964,0.81439394,0.421428571,0.057692307,96.5569356282552,1.9392268054306208,3.0843252437618975,2.7207716161916973,3.4031547727085174,0.9913101196289062,"Matt Svanson",29629,694335
"Alex Vesia","LAD",4,2,5,68,0,59.2,12.067041934934249,3.3184365321069187,1.357542217680103,0.23140495867768596,0.83657588,0.285714285,0.132352941,92.68598533163265,3.016760483733562,3.0653249624566623,3.7720079758838727,3.5681801080912945,0.9717240929603577,"Alex Vesia",25007,681911
"Tyler Alexander","- - -",4,12,1,47,0,80.1,7.506224898082278,2.3526973561153413,0.8962656594725109,0.3319672131147541,0.63126253,0.35510204,0.08,91.02386989363704,4.92946112709881,4.440543780405906,3.5832691479430427,4.20784097830084,0.9711256921291351,"Tyler Alexander",17735,641302
"Pete Fairbanks","TBR",4,5,27,61,0,60.1,8.801105714332683,2.685083099287937,1.04419898305642,0.2389937106918239,0.77490775,0.451219512,0.109375,97.27475247524752,2.8342543825817113,3.080291806302471,3.632373929186035,3.7595228263169185,0.965918779373169,"Pete Fairbanks",17998,664126
"Hoby Milner","TEX",3,4,0,73,0,70.1,7.421803094743656,2.6872045687864965,0.6398106116158324,0.30434782608695654,0.66666667,0.526570048,0.073529411,88.02061222484276,3.838863669694995,3.7926009016758657,3.39106056285312,3.957481675600454,0.9622408747673035,"Hoby Milner",13346,571948
"Daniel Palencia","CHC",1,6,22,54,0,52.2,10.424051891284881,2.7341775452550507,0.8544304828922034,0.29770992366412213,0.78181818,0.388059701,0.096153846,99.58150478369384,2.9050636418334914,3.2530750220122884,3.0781742860139736,3.366220732862064,0.9513782262802124,"Daniel Palencia",27914,694037
"Carmen Mlodzinski","PIT",4,4,0,22,0,50.1,9.476822149700862,1.9668876159756505,0.5364238952660866,0.30597014925373134,0.81784387,0.54887218,0.083333333,96.4070022170608,2.1456955810643463,2.7196861130965924,2.6384475262937443,2.9663140892120032,0.950468122959137,"Carmen Mlodzinski",27572,669387
"Tyler Kinley","- - -",6,3,3,73,0,72.2,9.041285432034332,4.087156428179903,0.7431193505781643,0.24352331606217617,0.66997519,0.329949238,0.064516129,95.17169886997767,3.9633032030835427,3.5122081038417634,3.685595096412835,4.585344138327666,0.9252489507198334,"Tyler Kinley",18297,641755
"Jared Koenig","MIL",6,1,2,72,0,66,9.272728344625802,2.7272730425370004,0.8181819127611002,0.3,0.82644628,0.459770114,0.085714285,95.76968587239584,2.8636366946638505,2.824113274439354,3.347257554848554,3.8006174865830937,0.8920438885688782,"Jared Koenig",27517,657649
"JoJo Romero","STL",4,6,8,65,0,61,8.114756128218886,4.278689594879049,0.29508204102614133,0.2694610778443114,0.75797872,0.545454545,0.04,94.29938375538794,2.065574287182989,3.4851863338515994,3.282677338719858,4.120168789848258,0.8846464157104492,"JoJo Romero",19574,668941
"Justin Topa","MIN",1,5,4,53,0,59,7.322034845130383,2.7457630669238937,0.305084785213766,0.33157894736842103,0.66508314,0.484210526,0.041666666,,3.8135598151720744,4.397500672824265,3.067339699270395,3.880958230076407,0.8744929432868958,"Justin Topa",15145,623437
"Seranthony Domínguez","- - -",4,4,2,67,0,62.2,11.345746867902132,5.170213762588313,0.7180852448039324,0.2805755395683453,0.69333333,0.430555555,0.096153846,97.65612537591527,3.1595750771373026,3.2439825329455725,3.470242765781956,3.7123243715313956,0.8665728271007538,"Seranthony Dominguez",19249,622554
"Edwin Uceta","TBR",10,3,1,70,0,76,12.197369645507175,3.1973687420261525,1.3026317097143585,0.29651162790697677,0.78431373,0.316666666,0.1375,93.88512936487854,3.789474064623588,3.871023809312255,3.6877679526310607,3.4290724685504466,0.8615763783454895,"Edwin Uceta",20539,670955
"Lucas Erceg","KCR",8,4,2,61,0,61.1,7.043479283049935,2.641304731143726,0.586956606920828,0.2857142857142857,0.80965909,0.528089887,0.076923076,97.77927667025862,2.641304731143726,3.833246306258119,3.493832022436182,3.9531328125046743,0.8593595623970032,"Lucas Erceg",19360,668674
"Hunter Gaddis","CLE",2,2,3,73,0,66.2,9.855001503753892,2.8350004325867357,1.080000164794947,0.29239766081871343,0.81395349,0.369318181,0.105263157,94.7205061239193,3.1050004737854726,3.614059421654575,3.495136373138436,3.6927192221529626,0.8445630073547363,"Hunter Gaddis",25636,683769
"Andrew Kittredge","- - -",4,3,5,54,0,53,10.867925701637164,1.8679247299688875,1.1886793736165648,0.2698412698412698,0.71090047,0.492424242,0.159090909,,3.3962267817616136,2.7779116467246507,3.059664611945418,2.622617958174829,0.8223144859075546,"Andrew Kittredge",12828,552640
"Matt Festa","CLE",5,4,0,63,0,54.2,9.21951519740995,2.469512999306237,0.6585367998149965,0.273972602739726,0.59931507,0.406896551,0.074074074,91.9136379076087,4.115854998843727,3.46070948909356,3.1351363182067873,3.7068546080224354,0.8067736029624939,"Matt Festa",19330,670036
"Caleb Ferguson","- - -",5,4,0,70,0,65.1,7.025512186749647,3.0306131001665144,0.2755102818333195,0.2751322751322751,0.69444444,0.486631016,0.039215686,93.9823669619111,3.5816336638331534,3.468720334182453,3.2575853323549286,4.063126963582366,0.8028489202260971,"Caleb Ferguson",19349,657571
"Fernando Cruz","NYY",3,4,2,49,0,48,13.500003218651585,4.500001072883862,0.9375002235174712,0.2916666666666667,0.73584906,0.37,0.135135135,93.89872472426471,3.5625008493663906,3.3996578057680096,3.176802994807564,3.0110603437788948,0.776668131351471,"Fernando Cruz",7048,518585
"Matt Brash","SEA",1,3,4,53,0,47.1,11.02817108791506,3.4225358548701914,0.760563523304487,0.3162393162393162,0.83032491,0.547008547,0.121212121,95.75521047491776,2.4718314507395824,3.251436361537557,3.050629260061844,3.026912299015001,0.7659394145011902,"Matt Brash",25756,666374
"Brooks Raley","NYM",3,1,0,30,0,25.2,8.766235286258029,2.103896468701927,0,0.21212121212121213,0.68181818,0.333333333,0,,2.454545880152248,2.3676747183755102,2.1221491295725263,3.8641146314540022,0.7603611946105957,"Brooks Raley",10061,548384
"Tommy Nance","TOR",2,0,0,30,0,31.2,9.094738668088144,1.9894740836442815,0,0.29069767441860467,0.66666667,0.529411764,0,,1.9894740836442815,3.874319702261334,1.8719781698612117,2.845708458914936,0.7562869191169739,"Tommy Nance",19178,667297
"Luis García","- - -",2,2,2,58,0,55.1,7.80723003698114,4.22891627003145,0.32530125154088085,0.3375796178343949,0.74168798,0.496815286,0.046511627,96.82970832375919,3.4156631411792486,4.461098755573167,3.279714652224957,4.00793386289119,0.746558241546154,"Luis Garcia",6984,472610
"Janson Junk","MIA",1,0,1,5,0,22.2,7.941176693332243,0.7941176693332243,0,0.31343283582089554,0.69565217,0.424242424,0,94.21499930862832,2.779411842666285,4.952135323365476,1.6351362761329191,2.9954945332263,0.7446563839912415,"Janson Junk",23301,676083
"Cole Sands","MIN",4,6,3,66,0,67,8.059702410308201,2.552239096597597,0.8059702410308202,0.2916666666666667,0.58746736,0.440414507,0.08,95.07404057017544,4.701493072679784,3.975570514916886,3.5381214387221975,4.0997699893883,0.7420674562454224,"Cole Sands",21461,663485
"Gregory Soto","- - -",1,5,1,70,0,60.1,10.441992471428962,3.5801117044899295,0.596685284081655,0.3411764705882353,0.70021882,0.438596491,0.071428571,97.30745567908654,4.176796988571585,3.834721940779815,3.416904369023124,3.986032764726568,0.7365852892398834,"Gregory Soto",19677,642397
"Garrett Cleavinger","TBR",2,6,2,67,0,61.1,12.032611190259185,2.641304895422748,1.320652447711374,0.2440944881889764,0.91603053,0.443609022,0.1875,97.0595703125,2.347826573709109,3.2193198313261386,3.5916581519835584,2.8906279051804726,0.7246436476707458,"Garrett Cleavinger",17897,664076
"Orion Kerkering","PHI",8,4,4,69,0,60,9.750001239776768,4.050000514984196,0.9000001144409325,0.29878048780487804,0.74742268,0.420118343,0.092307692,97.38279073816156,3.3000004196167527,3.6433302279574025,3.8184697384304584,4.188687376533484,0.7070420384407043,"Orion Kerkering",31776,689147
"Reed Garrett","NYM",3,6,3,57,0,54.1,10.269941053786262,4.3067494741684325,0.8282210527246985,0.2978723404255319,0.70149254,0.4,0.102040816,98.08627801192434,3.975461053078553,3.551113033029674,3.540044388427751,3.7341283557805927,0.7032932639122009,"Reed Garrett",16866,657585
"Bryan King","HOU",5,4,2,68,0,68,9.132354990421742,1.4558826796324515,1.3235297087567741,0.27624309392265195,0.8852459,0.409574468,0.144927536,91.93592201791158,2.779412388389226,3.059176938237541,3.67925408736235,3.3319012553129337,0.7030428051948547,"Bryan King",25890,687911
"Juan Mejia","COL",2,2,1,55,0,61.1,9.978261697044513,3.668478565089895,0.8804348556215748,0.2948717948717949,0.65683646,0.403726708,0.092307692,96.6088873959778,3.9619568502970863,2.9824150127435054,3.705788539442993,4.067957952003874,0.6919631958007812,"Juan Mejia",23237,675848
"Brock Stewart","- - -",2,2,0,43,0,37.2,10.513276643206105,3.106195371856349,0.7168143165822344,0.30526315789473685,0.84821429,0.37113402,0.0625,96.21346881200397,2.628319160801526,2.7296901275372463,3.1882336749906566,4.117529996873937,0.6844536438584328,"Brock Stewart",16727,592779
"Tanner Banks","PHI",6,2,1,68,0,65.1,8.127551653145899,1.653061353182217,1.2397960148866627,0.25280898876404495,0.79044118,0.357142857,0.116883116,92.51896195347534,3.168367593599249,3.8086631332696967,3.716769016548678,3.7430025987825126,0.6823107600212097,"Tanner Banks",16990,621383
"Greg Weissert","BOS",6,6,4,72,0,67,7.656717289792791,2.8208958436078704,0.8059702410308202,0.2670157068062827,0.74380165,0.413265306,0.075949367,94.20535714285714,2.8208958436078704,3.4215405640240535,3.672449812227334,4.326142511571337,0.680756688117981,"Greg Weissert",20375,669711
"Aaron Bummer","ATL",3,2,0,40,0,50,8.100002471924583,2.880000878906518,0,0.3146853146853147,0.70422535,0.563380281,0,91.53753046158256,3.0600009338381757,3.6305166078697337,2.8951362449645774,3.696840933318593,0.6761346459388733,"Aaron Bummer",16258,607481
"Manuel Rodríguez","TBR",1,2,0,31,0,30.1,7.417583194940503,1.7802199667857208,0.5934066555952403,0.27586206896551724,0.79470199,0.602272727,0.1,96.92884347098214,2.076923294583341,3.0680689579919314,3.036235208940914,3.1956237848499285,0.6747832298278809,"Manuel Rodriguez",20794,655889
"Isaac Mattson","PIT",3,3,0,44,0,47.2,8.496504629775979,3.587413065905413,0.755244855980087,0.2421875,0.83333333,0.271317829,0.05479452,93.72649846311475,2.4545457819352827,3.3107352126647416,3.6596119126374034,4.9298282354867595,0.6412584185600281,"Isaac Mattson",20385,676755
"Brenan Hanifee","DET",3,3,0,54,0,60,6.000001144409398,2.1000004005432893,0.45000008583070483,0.30845771144278605,0.65104167,0.558823529,0.058823529,96.19733476216814,3.000000572204699,4.1311007938943245,3.251803007125859,3.912281550677503,0.6386138796806335,"Brenan Hanifee",22304,669724
"Shelby Miller","- - -",4,3,10,48,0,46,10.565218048420245,2.934782791227846,0.978260930409282,0.25925925925925924,0.77777778,0.339285714,0.102040816,95.19647642623546,2.7391306051459896,3.5031916402249688,3.4394841632230078,3.66872823019703,0.6360309440642595,"Shelby Miller",10197,571946
"Steven Matz","- - -",4,2,2,51,0,67.2,6.384237952828514,1.4630545308565344,1.0640396588047523,0.2815533980582524,0.72271386,0.466346153,0.109589041,,3.325123933764851,3.6017448472994036,3.8297177621487783,3.956027693000656,0.6230328977108002,"Steven Matz",13361,571927
"Camilo Doval","- - -",4,3,16,69,0,65.1,9.918368408651279,4.821429087538816,0.5510204671472932,0.2865853658536585,0.65947242,0.536144578,0.088888888,98.18769939095128,3.581633036457406,3.5428417574260735,3.4718710481301334,3.737864992405837,0.6219439432024956,"Camilo Doval",21992,666808
"Ryan Walker","SFG",5,7,17,68,0,61.1,8.80434910381242,2.641304731143726,0.586956606920828,0.3181818181818182,0.67164179,0.494318181,0.085106382,,4.108696248445796,3.8330535370727894,3.2981798201292394,3.63179532172992,0.619860053062439,"Ryan Walker",20423,676254
"Kenley Jansen","LAA",5,4,29,62,0,59,8.694915816414772,2.8983052721382574,1.2203390619529506,0.19463087248322147,0.85152838,0.272727272,0.087912087,,2.59322050665002,3.729464883042353,3.9825940001185582,4.597819084749077,0.6144520044326782,"Kenley Jansen",3096,445276
"Félix Bautista","BAL",1,1,19,35,0,34.2,12.980770183032856,5.971154284195114,0.7788462109819714,0.19696969696969696,0.83333333,0.507246376,0.12,,2.5961540366065714,2.8349859493801253,3.365905565905149,3.3527368015697725,0.6101017594337463,"Felix Bautista",20666,642585
